,text
2047,High Speed 2 | Manufacturing of the first two tunnel boring machines (TBMs) to be launched on #HS2 is progressing well at Herrenknecht’s factory in Germany https://t.co/EqBP3ohlwa
2048,Check out the latest edition of @rtmnews featuring our Director of Business Development and Communications @MonicaBarbosa87 . Why amSMEs are vital to the success of HS2 https://t.co/JaPMxM55mE  #hs2 #SME
2054,Remind me again why we need #4thrunway #heathrow #hs2 ?? https://t.co/pybUpXxMnM
2059,Yes scrap #HS2! https://t.co/KAGsbDu0ro
2060,"""95% of our supply chain is based across the #UK"". This is disinformation. \n\n#hs2 supply chain is largely overseas, but many firms have a uk letterbox. https://t.co/p2wbyFBDYD"
2065,No essential journeys are between Sheffield and London #HS2  Says it all really. https://t.co/ioM6BTkVef
2066,Another successful job complete. Now onto #HS2 https://t.co/EmuiT4XOWG
2067,Well I'm not surprised by this response for #HS2 @stophs2 @hs2aa https://t.co/xn5nY96bXi https://t.co/ESjqdQfulZ
2068,"Lord Berkeley on Department for Transport, at TheyWorkForYou https://t.co/3EY1pagUBS #HS2 construction sites"
2072,D2N2 announces funding for #HS2 site in Chesterfield. https://t.co/lj05HgC4xr
2073,"#HS2\n\nIf you have been offered compensation or have been served with a blight notice on your property and have been told the next step is to instruct a Solicitor, why not give us a call? \n\nAlthough our offices are closed we are still able to provide an accessible service. https://t.co/dhIjzEzpt4"
2077,#HS2 opens voting for #TBM names https://t.co/BGu84Y8uvU
2078,Great read on the work archaeologists and #construction workers are doing as part of #HS2: https://t.co/r5jnDd2RZP
2080,"My ideas for,, Yiffany #yiffany #yiffanylongstockingharleylalonde #hs2 https://t.co/xSUmekt35J"
2081,What to expect from #HS2 works in your area of Bucks... https://t.co/gUHlKr10zP
2083,It is impossible to socially distance at work #HS2 super covid spreaders west mids higher incidence no coincidence? https://t.co/dPr4hF5zyG
2085,Brian May taken to hospital after tearing buttock muscles while gardening https://t.co/XuMbLeOZ8T #HS2
2087,My take on Yiffany Longstockings before her design's been revealed!\n#homestuck #hs2 https://t.co/FxiroNd4na
2089,These are the huge Tunnel Boring Machines that will spend around three years digging the longest and deepest #HS2 tunnels: https://t.co/7bUl0m3dBS
2093,"BREAKING: travel industry has just collapsed, remote working replaces the commute. Do keep up. #HS2 https://t.co/2ZKBKPNt07"
2094,But what if the car is an EV? #HS2 https://t.co/4GF8dXchhV
2095,#HS2 looks very 1984 / Hunger Games to me https://t.co/N19esVuOrb
2097,New blog. @HS2ltd launch a competition to name their first two Tunnel Boring Machines (TBMs). https://t.co/ynHLFuHVNB #hs2
2098,How about #HS2 name them Treekillers? https://t.co/PDvyCTWeuo
2102,HS2's huge new 'Lego' bridges arriving in #Solihull this year. #HS2 #LDReporter\nhttps://t.co/CWZj0EGRpT
2103,Day 2 of #HS2 Euston tunnels court case - judgement expected next week or early June https://t.co/t36qkzxtQI
2106,Thoughts on this ?\n\n#HS2 has started a vote to name its first tunnelling machines: https://t.co/sCIUQJVsOI https://t.co/IXZNMxeVyw
2107,UK: #HS2 signalling and traffic management procurement gets underway https://t.co/2Nv12dVzH6
2110,"What is the #LabourParty saying about this?\n@Keir_Starmer , is this OK because it’s #HS2 ? https://t.co/ctVwIbeM35"
2111,The low-down on #HS2 value https://t.co/pXxABvik06 via @belebenso \n\n#NHSnotHS2
2113,Great read on the work archaeologists and #construction workers are doing as part of #HS2: https://t.co/r5jnDdktop
2114,#HS2 seeks tenders for signalling and traffic management systems https://t.co/WAtQRSZboZ via @globalrailnews
2115,Temporary #HS2 traffic management arrangements at Stoneleigh Park and Leamington Road later this month https://t.co/zpS7XjpTar
2119,More compelling analysis from @Greens4HS2 👌🏼 #HS2 https://t.co/EyKfNIvD5m
2122,HS2 is the the only solution to our transport woes - read why here: https://t.co/lrTgdNG6iU #hs2 #highspeedrail @HS2ltd
2129,"Really lovely to hear Margaret Peart, talking about the @SaveSheffTrees campaign as part of the Tree Rings - Great Trees @UrbanTreeFest such a wonderful song, so significant for now, considering the felling of non-urban trees c/o #HS2 https://t.co/IbtHuLWgHD"
2130,Green light for £280M scheme to provide road access to #HS2 and Birmingham Airport https://t.co/jhPu3AGQ64
2132,#HS2 \nHuge 'super-hub' HS2 and Crossrail station has been approved for Old Oak Common https://t.co/VpwF8fcrST
2135,#hs2\n@andrealeadsom \n@gregsmith_uk \n@VictoriaPrentis \n@Andrew4Pendle \n\nComing to a town/village/ hamlet near you!! https://t.co/T5SQFRjSxb
2138,Boris Johnson must think big to save the economy says DAVID DAVIS https://t.co/qlBD7C5W2X #hs2
2139,Well this is very exciting #HS2 #Sustainability https://t.co/76lHUZqIpy
2140,Work to start on the £143m new dual carriageway and junction in late summer https://t.co/h6ChmV7VyY #hs2
2141,This could be the new #HS2 https://t.co/3E5MmcESjm
2142,Notice to Proceed and #Coronavirus – #HS2 in 2020 https://t.co/jZbn6z1x3D
2145,#hs2\n\nOr more likely the 2030s https://t.co/Q0ljsMZk5n
2149,"What, another one, says Brenda. More dubious anti #hs2 accounts fall foul of Twitter. Oh dear. Guess that’s what you get when you tart up a bus with propaganda https://t.co/QpdaJ6Ffkr"
2150,#HS2 can boost regional economies in a post-coronavirus world: https://t.co/4IwkpnnHwT
2153,'Next steps for HS2’ - publication of correspondence @CommonsTrans https://t.co/sQNfQKLsIK #HS2
2155,#HS2 has achieved a Gold Standard rating for workforce equality and diversity: https://t.co/xqKpuckWys
2156,"Which would you rather fund considering the current crisis, HS2 or NHS? #NHS #HS2 #HS2Rebellion #Funding #money #taxpayers"
2157,Experts are split regarding the impact of #coronavirus on the recently approved £1bn #HS2 Old Oak Common station.\nhttps://t.co/AlSR6fe3EK
2158,Roads | Green light for £280M scheme to provide road access to #HS2 and #Birmingham Airport https://t.co/EPv6F9s5c6
2159,#HS2 mega-station splits experts on #coronavirus impact.\nhttps://t.co/yIqBYSquve
2162,rebel to the core #hs2 https://t.co/rToX3sd4Kk
2166,🤣🤣🤣🤣🤣\nThis is my top #HS2 comment if the day ....but at only 100% over budget I think @Hairybetty might be headhunted for a HS2 finance job 🤣 https://t.co/mz8tSCOmxJ
2168,HS2 has been exploring ‘hygienic’ railway designs for years  #HS2 #construction #coronavirus \nhttps://t.co/Bz5KIV7CbL
2170,We have spent the day filming at the woodland protector camps blokading #HS2. The woods are beautiful and the people are brave and inspiring. Please visit these important spots and show your support. #NHSnotHS2 @stophs2 @Hs2Rebellion https://t.co/QxUnpdsCfN
2174,HS2: Plans for #EastMidlands transport hub link unveiled https://t.co/PQmJ1uwHyp #HS2 #TransportLink
2175,"Great to see @HS2ltd countering the scaremongering &amp; misinformation being spread by so-called “environmentalists” opposing #HS2’s provision of a competitive, electrically-powered, sustainable alternative to intercity car &amp; air journeys between London, Midlands, North &amp; Scotland https://t.co/B7DJgaVU0h"
2176,Today we fact checked #hs2 promotional tweets.......we couldn’t find any that were true! That is all! https://t.co/5Vw501Ar2F
2178,Billions to be spent connecting bus and rail users to #HS2 - @PhilBrewsterITV reports: https://t.co/NadVlfgVN9 https://t.co/7C3OE4mlKJ
2179,Cleveland Bridge starts erecting 65m bridge to span M42 https://t.co/3xz6lViNjZ\n\n#HS2 #Cleveland #M42 #ClevelandBridge
2183,There's a few #hs2 opponents this word fits. #bloviator https://t.co/uhb9vkMDKg
2185,"HS2: More important than ever to invest in essential skills https://t.co/dlyaot5EGz via @RTMNews The economy no longer needs a boost, or mere regeneration, it needs a transfusion, a miracle even. It needs #HS2."
2188,SMES ENCOURAGE TO TAKE ADVANTAGE OF HS2 CONTRACTS https://t.co/XRwMNVBSXR #Coventry #HS2 @cwchamber @CW_LEP https://t.co/5JisykLJTh
2191,Controversy continues to follow #HS2 but there are so many reasons why it should go ahead. some good arguments here from a skills &amp; training perspective... \n\nhttps://t.co/dkz5FO3u2t
2199,Cleveland Bridge starts erecting 65m bridge to span M42 #HS2 @NetsNot @ChrisGPackham https://t.co/N6FsLYak8Z
2202,Terezi’s outfit from sims!!\n|\n|\n|\n#homestuck2 #art #homestuck #terezi #terezipyrope #sims #hs #hs2 https://t.co/akSabz9dPu
2203,#HS2 season 1 available on DiePlayer https://t.co/eIe6QGH5cb
2208,#hs2\n\nThank goodness the PAC gave hs2 a clean bill of health! https://t.co/W5R2y3oe4B
2212,Support @stophs2  now on @crowdfunderuk - https://t.co/RK7T9kyLR3 #HS2 #StopHS2
2217,"Name suggested in our house, where these will go under our garden may not have been so polite. \nAs usual no comms from #hs2 to our local community reps about this and no attempt to get local people involved. https://t.co/suc6QR7xHF"
2219,High Speed 2 | #HS2 stations and trains to be redesigned for post Covid-19 world https://t.co/RCrNwIHdKE
2220,HS2 starts hunt for track systems suppliers https://t.co/518dtjk3vY by @Steph_PBCToday #HS2 #procurement #construction #rail #infrastructure
2221,HS2 starts hunt for track systems suppliers https://t.co/HApJwqDrC0 via @PBC_Today #HS2 - we're getting it done.
2222,Track system deal will be split into four major contracts https://t.co/NxIzW9sb73 #HS2 - we're getting it done.
2225,First planning permission for HS2 station https://t.co/vT3WuOLELe\n\n#HS2 #railwaystation #Birmingham #RailTechNews https://t.co/8dQFR82Ngi
2230,"#HS2 looks like Newswuest Ltd are doing some paid / ‘pay my back astroturfing, story below all over country in local papers\n\nhttps://t.co/PWkXtCvPCr"
2233,"Kudos to @JuliaBradbury for wanting to find out more about #HS2 and to @GarethDennis for another thread explaining why, despite the voices opposing, it's a good thing and we need it. https://t.co/2kMnkQ06ZG"
2234,#HS2 : supported by the #labourparty https://t.co/U22uuVp4sx
2236,#hs2\n\nAnswer the question!!\n\nQ Asked by Lord Berkeley14 May 2020\n\nTo ask Her Majesty's Government what percentage of properties required for the development of HS2 Phase 1 have received full compensation in accordance with the Compensation Code\n\n https://t.co/dQRGGqpmHi
2239,Jogging in place: interesting new protest mode\n#HS2 https://t.co/O5F3850dVz
2240,Totally! #ScrapHS2 #HS2Rebellion #HS2 https://t.co/ZKVajG0KpO
2241,Protesters block entrance to high-speed rail project in London https://t.co/VN65KBHanA #HS2
2242,#HS2 News\nhttps://t.co/J2M0tjgt1T
2244,"#HS2 WTF?\n\nThis study found that 69% of business travellers did some valuable work on journeys lasting between 1 &amp; 3 hrs. For 41% of business travellers, work was the activity on which they spent most time. \n\nhttps://t.co/r4cJtWZ09y"
2245,"The numbers the government had in their passenger forecasts for HS2 were never there, but they're definitely not going to be there now: https://t.co/CWnK2DYpHU #HS2"
2247,#HS2 seeks suppliers for £2bn track-system work\n\nhttps://t.co/htGa4eJd4p\n\n@CNplus #construction
2248,Here's the first picture of the first 2 #HS2 tunnel boring #machines being built. These TBMs will spend 3 years digging the longest and deepest #tunnels on the project. Find out more about the 2000 tonne giants and vote to name them: https://t.co/3fy5hEMAli https://t.co/76N7MBYPCz
2249,Hi @CultureDeclares that’s actually my letter about #HS2 read by Alison Steadman. Can you change the credit at the end please? Thanks.
2250,Interesting article in @ncedigital about #HS2 and the potential need to redesign stations for a post #COVID19 world. https://t.co/2VBKQCAIZI
2255,Indeed !\n#HS2 #Rail https://t.co/mJfVc3BXgu
2256,"#HS2 Richard, #HS2 \nBe part of the #HS2Rebellion https://t.co/DieHPoCnPz"
2258,The @XR4HS2 account. Who runs it? #HS2 Ltd?
2260,"As #HS2 moves closer, the final designs for the station at #OldOakCommon have been submitted: https://t.co/g4bOTdackJ"
2261,Excellent article. @Modern_Railways @Richard_rail @railcamlive #HS2 https://t.co/1U8sHMnq7l
2262,Start with stopping #HS2! https://t.co/OUWnNZeHCi
2264,And if you're working on ensuring #HS2 goes ahead you automatically get a knighthood LOL https://t.co/XGoNuageMb
2270,HS2 sets the Gold Standard for equality and diversity https://t.co/B3zkNEDYsj #hs2
2271,So the dodgy XR4HS2 account also seems to think Fracking is Green. Just a coincidence corporate lobbysists for #HS2 also had the Fracking account. https://t.co/0LLy5qCj5s
